date,event
2017-05-18,"['UEFA European Under-17 Championship (football men)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Internazionali BNL d’Italia (tennis)']"
2017-05-19,"['UEFA European Under-17 Championship (football men)', 'IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Internazionali BNL d’Italia (tennis)', 'European Rhythmic Gymnastics Championships (rhythmic gymnastics)']"
2017-05-20,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Internazionali BNL d’Italia (tennis)', 'European Rhythmic Gymnastics Championships (rhythmic gymnastics)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)']"
2017-05-21,"['IIHF Ice Hockey World Championship (ice hockey men)', 'Giro d’Italia (cycling)', 'Internazionali BNL d’Italia (tennis)', 'European Rhythmic Gymnastics Championships (rhythmic gymnastics)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)']"
2017-05-22,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)']"
2017-05-23,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)']"
2017-05-24,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)']"
2017-05-25,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'Formula 1 Grand Prix de Monaco (Formula 1)']"
2017-05-26,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'Prefontaine Classic Diamond League (athletics)', '2017 European Rowing Championships (rowing)', 'America’s Cup (sailing)']"
2017-05-27,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'Formula 1 Grand Prix de Monaco (Formula 1)', 'Prefontaine Classic Diamond League (athletics)', '2017 European Rowing Championships (rowing)', 'America’s Cup (sailing)']"
2017-05-28,"['Giro d’Italia (cycling)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'Formula 1 Grand Prix de Monaco (Formula 1)', '2017 European Rowing Championships (rowing)', 'America’s Cup (sailing)']"
2017-06-01,"['FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-02,"['FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-03,"['FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-04,"['FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-05,"['Official or friendly matches (football men)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-06,"['Official or friendly matches (football men)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-07,"['Official or friendly matches (football men)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-08,"['Official or friendly matches (football men)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-09,"['Official or friendly matches (football men)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-10,"['Official or friendly matches (football men)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'Berlin ePrix Round 7 & 8 (Formula E)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-11,"['Official or friendly matches (football men)', 'Formula 1 Grand Prix du Canada (Formula 1)', 'Berlin ePrix Round 7 & 8 (Formula E)', 'FIFA Under-20 World Cup Korea Republic 2017 (football men)', 'Roland Garros (tennis)', 'America’s Cup (sailing)']"
2017-06-12,"['Official or friendly matches (football men)', 'US Open (golf men)', 'America’s Cup (sailing)']"
2017-06-13,"['Official or friendly matches (football men)', 'US Open (golf men)', 'America’s Cup (sailing)']"
2017-06-14,"['US Open (golf men)', 'America’s Cup (sailing)']"
2017-06-15,"['US Open (golf men)', 'America’s Cup (sailing)']"
2017-06-16,"['US Open (golf men)', 'EuroBasket Women 2017 (basketball women)', 'America’s Cup (sailing)']"
2017-06-17,"['US Open (golf men)', 'EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'Le Mans 24 Hours (racing)', 'FIFA Confederations Cup Russia 2017 (football men)', 'America’s Cup (sailing)']"
2017-06-18,"['US Open (golf men)', 'EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'Le Mans 24 Hours (racing)', 'FIFA Confederations Cup Russia 2017 (football men)', 'America’s Cup (sailing)']"
2017-06-19,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'America’s Cup (sailing)']"
2017-06-20,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'America’s Cup (sailing)']"
2017-06-21,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'America’s Cup (sailing)']"
2017-06-22,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'America’s Cup (sailing)']"
2017-06-23,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'Formula 1 Baku European Grand Prix (Formula 1)', 'Aegon Eastbourne International (tennis women)', 'America’s Cup (sailing)']"
2017-06-24,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'Formula 1 Baku European Grand Prix (Formula 1)', 'Aegon Eastbourne International (tennis women)', 'America’s Cup (sailing)']"
2017-06-25,"['EuroBasket Women 2017 (basketball women)', 'Gerry Weber Open (tennis men)', 'Aegon Birmingham Classic (tennis women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Championships (tennis men)', 'Formula 1 Baku European Grand Prix (Formula 1)', 'Aegon Eastbourne International (tennis women)', 'America’s Cup (sailing)']"
2017-06-26,"['EuroBasket Women 2017 (basketball women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Eastbourne International (tennis women)', 'ICC Women’s World Cup (cricket women)', 'America’s Cup (sailing)']"
2017-06-27,"['EuroBasket Women 2017 (basketball women)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Eastbourne International (tennis women)', 'ICC Women’s World Cup (cricket women)', 'America’s Cup (sailing)']"
2017-06-28,"['FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Eastbourne International (tennis women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-01,"['Le Tour de France (cycling)', 'FIFA Confederations Cup Russia 2017 (football men)', 'Aegon Eastbourne International (tennis women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-02,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'FIFA Confederations Cup Russia 2017 (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-03,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'ICC Women’s World Cup (cricket women)']"
2017-07-04,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'ICC Women’s World Cup (cricket women)']"
2017-07-05,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'ICC Women’s World Cup (cricket women)']"
2017-07-06,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'ICC Women’s World Cup (cricket women)']"
2017-07-07,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', '2017 Formula 1 Austrian Grand Prix (Formula 1)', 'CONCACAF Gold Cup 2017 (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-08,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', '2017 Formula 1 Austrian Grand Prix (Formula 1)', 'CONCACAF Gold Cup 2017 (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-09,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', '2017 Formula 1 Austrian Grand Prix (Formula 1)', 'CONCACAF Gold Cup 2017 (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-10,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-11,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-12,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-13,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-14,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'BMX European Championships (BMX racing)', '2017 Formula 1 British Grand Prix (Formula 1)', '17th FINA World Championships (swimming)', 'ICC Women’s World Cup (cricket women)']"
2017-07-15,"['Le Tour de France (cycling)', 'UEFA European Under-19 Championship (football)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'BMX European Championships (BMX racing)', '2017 Formula 1 British Grand Prix (Formula 1)', '17th FINA World Championships (swimming)', 'New York City ePrix Round 9 & 10 (Formula E)', 'ICC Women’s World Cup (cricket women)']"
2017-07-16,"['Le Tour de France (cycling)', 'Wimbledon (tennis)', 'CONCACAF Gold Cup 2017 (football men)', 'US Women’s Open (golf women)', 'BMX European Championships (BMX racing)', '2017 Formula 1 British Grand Prix (Formula 1)', '17th FINA World Championships (swimming)', 'New York City ePrix Round 9 & 10 (Formula E)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-17,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', 'ICC Women’s World Cup (cricket women)']"
2017-07-18,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-19,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-20,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'ICC Women’s World Cup (cricket women)']"
2017-07-21,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'ICC Women’s World Cup (cricket women)']"
2017-07-22,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-23,"['Le Tour de France (cycling)', 'CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', '146th Open Championship (golf men)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)', 'ICC Women’s World Cup (cricket women)']"
2017-07-24,"['CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)']"
2017-07-25,"['CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)']"
2017-07-26,"['CONCACAF Gold Cup 2017 (football men)', '17th FINA World Championships (swimming)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)']"
2017-07-27,"['17th FINA World Championships (swimming)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)']"
2017-07-28,"['17th FINA World Championships (swimming)', 'UEFA Women’s EURO Championship (football women)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)', 'Formula 1 Magyar Nagydíj 2017 (Formula 1)']"
2017-07-29,"['17th FINA World Championships (swimming)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)', 'Formula 1 Magyar Nagydíj 2017 (Formula 1)', 'Montreal ePrix Round 11 and 12 (Formula E)']"
2017-07-30,"['17th FINA World Championships (swimming)', '2017 International Champions Cup (football men)', 'The World Games 2017 (multiple sports)', 'German Open (tennis men)', 'Formula 1 Magyar Nagydíj 2017 (Formula 1)', 'Montreal ePrix Round 11 and 12 (Formula E)']"
2017-08-01,"['UEFA Women’s EURO Championship (football women)', 'Citi Open (tennis)', 'Bank of the West Classic (tennis women)']"
