date,event
2020-01-11,"['ATP Cup (tennis)', '2020 Dakar Rally (rally)', 'Brisbane International (tennis)', 'Qatar ExxonMobil Open 2020 (tennis men)', 'Youth Olympic Games (multiple sports)', 'ISU European Speed Skating Championships (speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-12,"['ATP Cup (tennis)', '2020 Dakar Rally (rally)', 'Brisbane International (tennis)', 'Youth Olympic Games (multiple sports)', 'ISU European Speed Skating Championships (speed skating)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-13,"['2020 Dakar Rally (rally)', 'Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-14,"['2020 Dakar Rally (rally)', 'Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-15,"['2020 Dakar Rally (rally)', 'Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-16,"['2020 Dakar Rally (rally)', 'Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-17,"['2020 Dakar Rally (rally)', 'Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-18,"['Youth Olympic Games (multiple sports)', 'Adelaide International (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-19,"['Youth Olympic Games (multiple sports)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-20,"['Youth Olympic Games (multiple sports)', 'ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-21,"['Youth Olympic Games (multiple sports)', 'ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-22,"['Youth Olympic Games (multiple sports)', 'ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-23,"['ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'X Games Aspen 2020 (extreme sports)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-24,"['ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'X Games Aspen 2020 (extreme sports)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-25,"['ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'X Games Aspen 2020 (extreme sports)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-26,"['ISU European Figure Skating Championships (figure skating)', 'Australian Open (tennis)', 'X Games Aspen 2020 (extreme sports)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-27,"['Australian Open (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-01-28,"['Australian Open (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2020-02-01,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)', 'Australian Open (tennis)']"
2020-02-02,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)', 'Australian Open (tennis)']"
2020-02-03,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-04,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-05,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-06,"['2020 Six Nations Championship (rugby)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-07,"['2020 Six Nations Championship (rugby)', '2020 Fed Cup by BNP Paribas Qualifiers (tennis women)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-08,"['2020 Six Nations Championship (rugby)', '2020 Fed Cup by BNP Paribas Qualifiers (tennis women)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-09,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-10,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-11,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-12,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'IBU World Championships Biathlon (biathlon)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-13,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'IBU World Championships Biathlon (biathlon)', 'ISU World Single Distances Speed Skating Championships (speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-14,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'IBU World Championships Biathlon (biathlon)', 'ISU World Single Distances Speed Skating Championships (speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-15,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'IBU World Championships Biathlon (biathlon)', 'ISU World Single Distances Speed Skating Championships (speed skating)', 'FIL World Championships (luge)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-16,"['2020 Six Nations Championship (rugby)', 'St. Petersburg Ladies Trophy (tennis women)', 'ABN AMRO World Tennis Tournament (tennis men)', 'IBU World Championships Biathlon (biathlon)', 'ISU World Single Distances Speed Skating Championships (speed skating)', 'FIL World Championships (luge)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-17,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-18,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Champions League Last 32 Leg 1 (football men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-19,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Champions League Last 32 Leg 1 (football men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-20,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-21,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-22,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-23,"['2020 Six Nations Championship (rugby)', 'IBU World Championships Biathlon (biathlon)', 'Dubai Duty Free Tennis Championships (tennis women)', 'Rio Open presented by Claro (tennis men)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-24,"['2020 Six Nations Championship (rugby)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-25,"['2020 Six Nations Championship (rugby)', 'Champions League Last 32 Leg 1 (football men)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-26,"['2020 Six Nations Championship (rugby)', 'Champions League Last 32 Leg 1 (football men)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)', '2020 UCI Track Cycling World Championships (track cycling)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-27,"['2020 Six Nations Championship (rugby)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)', '2020 UCI Track Cycling World Championships (track cycling)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-28,"['2020 Six Nations Championship (rugby)', 'Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)', '2020 UCI Track Cycling World Championships (track cycling)', 'ISU World Sprint & World Allround Speed Skating Championships (speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (Alpine skiing)']"
2020-02-29,"['Qatar Total Open 2020 (tennis women)', 'Dubai Duty Free Tennis Championships (tennis men)', 'Abierto Mexicano Telcel (tennis)']"
2020-03-01,"['2020 Six Nations Championship (rugby)', '2020 UCI Track Cycling World Championships (track cycling)', 'ISU World Sprint & World Allround Speed Skating Championships (speed skating)']"
2020-03-02,['2020 Six Nations Championship (rugby)']
2020-03-03,['2020 Six Nations Championship (rugby)']
2020-03-04,['2020 Six Nations Championship (rugby)']
2020-03-05,['2020 Six Nations Championship (rugby)']
2020-03-06,['2020 Six Nations Championship (rugby)']
2020-03-07,['2020 Six Nations Championship (rugby)']
2020-03-08,['2020 Six Nations Championship (rugby)']
2020-03-09,['2020 Six Nations Championship (rugby)']
2020-03-10,"['Champions League Last 32 Leg 2 (football men)', '2020 Six Nations Championship (rugby)']"
2020-03-11,"['Champions League Last 32 Leg 2 (football men)', '2020 Six Nations Championship (rugby)']"
2020-03-12,['2020 Six Nations Championship (rugby)']
2020-03-13,['2020 Six Nations Championship (rugby)']
2020-03-14,['2020 Six Nations Championship (rugby)']
2020-03-17,['Champions League Last 32 Leg 2 (football men)']
2020-03-18,['Champions League Last 32 Leg 2 (football men)']
2020-04-23,['NFL Draft 2020 (American football)']
2020-04-24,['NFL Draft 2020 (American football)']
2020-04-25,['NFL Draft 2020 (American football)']
2020-07-03,['Formula 1 Rolex Grosser Preis von Osterreich (Formula 1)']
2020-07-04,['Formula 1 Rolex Grosser Preis von Osterreich (Formula 1)']
2020-07-05,['Formula 1 Rolex Grosser Preis von Osterreich (Formula 1)']
2020-07-10,['Formula 1 Pirelli Grosser Preis der Steiermark (Formula 1)']
2020-07-11,['Formula 1 Pirelli Grosser Preis der Steiermark (Formula 1)']
2020-07-12,['Formula 1 Pirelli Grosser Preis der Steiermark (Formula 1)']
2020-07-17,['Formula 1 Armco Magyar Nagydij Grand Prix (Formula 1)']
2020-07-18,['Formula 1 Armco Magyar Nagydij Grand Prix (Formula 1)']
2020-07-19,['Formula 1 Armco Magyar Nagydij Grand Prix (Formula 1)']
2020-08-01,['Formula 1 Pirelli British Grand Prix (Formula 1)']
2020-08-02,['Formula 1 Pirelli British Grand Prix (Formula 1)']
2020-08-03,['31st Palermo Ladies Open (tennis women)']
2020-08-04,['31st Palermo Ladies Open (tennis women)']
2020-08-05,"['31st Palermo Ladies Open (tennis women)', 'Berlin ePrix Round 6 & 7 (Formula E)', 'UEFA Europa League Round of 16 (football men)']"
2020-08-06,"['31st Palermo Ladies Open (tennis women)', 'Berlin ePrix Round 6 & 7 (Formula E)', 'UEFA Europa League Round of 16 (football men)']"
2020-08-07,"['31st Palermo Ladies Open (tennis women)', 'UEFA Champions League Round of 16 remaining matches (football men)', 'Emirates Formula 1 70th Anniversary Grand Prix (Formula 1)']"
2020-08-08,"['31st Palermo Ladies Open (tennis women)', 'UEFA Champions League Round of 16 remaining matches (football men)', 'Emirates Formula 1 70th Anniversary Grand Prix (Formula 1)', 'Berlin ePrix Round 8 & 9 (Formula E)']"
2020-08-09,"['31st Palermo Ladies Open (tennis women)', 'Emirates Formula 1 70th Anniversary Grand Prix (Formula 1)', 'Berlin ePrix Round 8 & 9 (Formula E)']"
2020-08-10,['UEFA Europa League Quarterfinals (football men)']
2020-08-11,['UEFA Europa League Quarterfinals (football men)']
2020-08-12,"['Berlin ePrix Round 10 & 11 (Formula E)', 'UEFA Champions League Quarterfinals (football men)']"
2020-08-13,"['Berlin ePrix Round 10 & 11 (Formula E)', 'UEFA Champions League Quarterfinals (football men)']"
2020-08-14,"['UEFA Champions League Quarterfinals (football men)', 'Formula 1 Aramco Gran Premio de España (Formula 1)']"
2020-08-15,"['UEFA Champions League Quarterfinals (football men)', 'Formula 1 Aramco Gran Premio de España (Formula 1)']"
2020-08-16,"['Formula 1 Aramco Gran Premio de España (Formula 1)', 'UEFA Europa League Semifinals (football men)']"
2020-08-17,['UEFA Europa League Semifinals (football men)']
2020-08-18,['UEFA Champions League Semifinals (football men)']
2020-08-19,['UEFA Champions League Semifinals (football men)']
2020-08-20,['Western & Southern Open (tennis)']
2020-08-21,"['Western & Southern Open (tennis)', 'UEFA Women’s Champions League Quarterfinals (football women)']"
2020-08-22,"['Western & Southern Open (tennis)', 'UEFA Women’s Champions League Quarterfinals (football women)']"
2020-08-23,['Western & Southern Open (tennis)']
2020-08-24,['Western & Southern Open (tennis)']
2020-08-25,"['Western & Southern Open (tennis)', 'UEFA Women’s Champions League Semifinals (football women)']"
2020-08-26,"['Western & Southern Open (tennis)', 'UEFA Women’s Champions League Semifinals (football women)']"
2020-08-27,['Western & Southern Open (tennis)']
2020-08-28,"['Western & Southern Open (tennis)', 'Formula 1 Rolex Belgian Grand Prix (Formula 1)']"
2020-08-29,['Formula 1 Rolex Belgian Grand Prix (Formula 1)']
2020-08-30,['Formula 1 Rolex Belgian Grand Prix (Formula 1)']
2020-09-01,"['Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-02,"['Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-03,"['Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-04,"['Formula 1 Gran Premio Heineken d’Italia (Formula 1)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-05,"['Formula 1 Gran Premio Heineken d’Italia (Formula 1)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-06,"['Formula 1 Gran Premio Heineken d’Italia (Formula 1)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-07,"['Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-08,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-09,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-10,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-11,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Formula 1 Pirelli Gran Premio Della Toscana Ferrari (Formula 1)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-12,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Formula 1 Pirelli Gran Premio Della Toscana Ferrari (Formula 1)', 'Mutua Madrid Open (tennis)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-13,"['Generali Open (tennis men)', 'TEB BNP Paribas Tennis Championship Istanbul (tennis women)', 'Formula 1 Pirelli Gran Premio Della Toscana Ferrari (Formula 1)', 'Mutua Madrid Open (tennis)', 'Le Tour de France (cycling)', 'US Open (tennis)']"
2020-09-14,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Tour de France (cycling)']"
2020-09-15,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Tour de France (cycling)']"
2020-09-16,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Tour de France (cycling)']"
2020-09-17,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Tour de France (cycling)']"
2020-09-18,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Tour de France (cycling)']"
2020-09-19,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Mans 24 Hours (racing)', 'Le Tour de France (cycling)']"
2020-09-20,"['Mutua Madrid Open (tennis)', 'US Open (golf men)', 'Le Mans 24 Hours (racing)', 'Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)', 'Le Tour de France (cycling)']"
2020-09-21,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)']"
2020-09-22,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)']"
2020-09-23,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)']"
2020-09-24,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)']"
2020-09-25,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)', 'Formula 1 VTB Russian Grand Prix (Formula 1)']"
2020-09-26,"['Internazionali BNL d’Italia (tennis)', 'Internationaux de Strasbourg (tennis women)', 'Formula 1 VTB Russian Grand Prix (Formula 1)']"
2020-09-27,"['Internazionali BNL d’Italia (tennis)', 'Formula 1 VTB Russian Grand Prix (Formula 1)', 'Roland Garros (tennis)']"
2020-09-28,['Roland Garros (tennis)']
2020-10-01,['Roland Garros (tennis)']
2020-10-02,['Roland Garros (tennis)']
2020-10-03,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2020-10-04,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2020-10-05,"['Giro d’Italia (cycling)', 'Roland Garros (tennis)']"
2020-10-06,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Roland Garros (tennis)']"
2020-10-07,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Roland Garros (tennis)']"
2020-10-08,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Roland Garros (tennis)']"
2020-10-09,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Formula 1 Aramco Grosser Preis der Eifel (Formula 1)', '2020 European Rowing Championships (rowing)', 'Roland Garros (tennis)']"
2020-10-10,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Formula 1 Aramco Grosser Preis der Eifel (Formula 1)', '2020 European Rowing Championships (rowing)', 'Roland Garros (tennis)']"
2020-10-11,"['Giro d’Italia (cycling)', 'Hana Bank Korea Open (tennis women)', 'Formula 1 Aramco Grosser Preis der Eifel (Formula 1)', '2020 European Rowing Championships (rowing)', 'Roland Garros (tennis)']"
2020-10-12,['Giro d’Italia (cycling)']
2020-10-13,['Giro d’Italia (cycling)']
2020-10-14,['Giro d’Italia (cycling)']
2020-10-15,['Giro d’Italia (cycling)']
2020-10-16,['Giro d’Italia (cycling)']
2020-10-17,['Giro d’Italia (cycling)']
2020-10-18,['Giro d’Italia (cycling)']
2020-10-19,['Giro d’Italia (cycling)']
2020-10-20,"['Giro d’Italia (cycling)', 'UEFA Champions League Group Stage MD1 (football men)']"
2020-10-21,"['Giro d’Italia (cycling)', 'UEFA Champions League Group Stage MD1 (football men)']"
2020-10-22,['Giro d’Italia (cycling)']
2020-10-23,"['Giro d’Italia (cycling)', 'Formula 1 Heineken Portuguese Grand Prix (Formula 1)']"
2020-10-24,"['Giro d’Italia (cycling)', 'Formula 1 Heineken Portuguese Grand Prix (Formula 1)']"
2020-10-25,"['Giro d’Italia (cycling)', 'Formula 1 Heineken Portuguese Grand Prix (Formula 1)']"
2020-10-27,['UEFA Champions League Group Stage MD2 (football men)']
2020-10-28,['UEFA Champions League Group Stage MD2 (football men)']
2020-11-01,['Formula 1 Emirates Gran Premio Dell’Emilia Romagna (Formula 1)']
2020-11-02,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)']"
2020-11-03,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)', 'UEFA Champions League Group Stage MD3 (football men)']"
2020-11-04,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)', 'UEFA Champions League Group Stage MD3 (football men)']"
2020-11-05,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)']"
2020-11-06,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)']"
2020-11-07,"['Toray Pan Pacific Open (tennis women)', 'VTB Kremlin Cup (tennis women)']"
2020-11-24,['UEFA Champions League Group Stage MD4 (football men)']
2020-11-25,['UEFA Champions League Group Stage MD4 (football men)']
2020-12-01,['UEFA Champions League Group Stage MD5 (football men)']
2020-12-02,['UEFA Champions League Group Stage MD5 (football men)']
2020-12-08,['UEFA Champions League Group Stage MD6 (football men)']
2020-12-09,['UEFA Champions League Group Stage MD6 (football men)']
2020-12-10,['US Women’s Open (golf women)']
2020-12-11,['US Women’s Open (golf women)']
2020-12-12,['US Women’s Open (golf women)']
2020-12-13,['US Women’s Open (golf women)']
2020-12-14,"['US Women’s Open (golf women)', 'Open BLS De Limoges (tennis women)']"
2020-12-15,['Open BLS De Limoges (tennis women)']
2020-12-16,['Open BLS De Limoges (tennis women)']
2020-12-17,['Open BLS De Limoges (tennis women)']
2020-12-18,['Open BLS De Limoges (tennis women)']
2020-12-19,['Open BLS De Limoges (tennis women)']
2020-12-20,['Open BLS De Limoges (tennis women)']
2021-01-01,['Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']
2021-01-02,['Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']
2021-01-03,"['2021 Dakar Rally (rally)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-04,"['2021 Dakar Rally (rally)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-05,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-06,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-07,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-08,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-09,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-10,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Australian Open Qualifying (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-11,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Australian Open Qualifying (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-12,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Australian Open Qualifying (tennis)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-13,"['2021 Dakar Rally (rally)', 'Delray Beach Open (tennis men)', 'Antalya Open (tennis men)', 'Australian Open Qualifying (tennis)', '2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-14,"['2021 Dakar Rally (rally)', '2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-15,"['2021 Dakar Rally (rally)', '2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-16,"['2021 World Men’s Handball Championships (handball men)', 'ISU European Speed Skating Championships (speed skating)', 'Santiago ePrix Round 1 & 2 (Formula E)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-17,"['2021 World Men’s Handball Championships (handball men)', 'ISU European Speed Skating Championships (speed skating)', 'Santiago ePrix Round 1 & 2 (Formula E)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-18,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-19,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-20,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-21,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-22,"['2021 World Men’s Handball Championships (handball men)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-23,"['2021 World Men’s Handball Championships (handball men)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-24,"['2021 World Men’s Handball Championships (handball men)', 'ISU European Short Track Speed Skating Championships (short track speed skating)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-25,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-26,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-27,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
2021-01-28,"['2021 World Men’s Handball Championships (handball men)', 'Diverse FIS Ski World Cup Alpine Skiing (alpine skiing)']"
